date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016-02-14 07:30:00,30,0,20.290,40.290,18.600,41.400,21.390,40.745,18.600,41.000,17.890,51.790,2.590,92.000,19.200,39.245,21.144,46.765,18.200,45.500,2.400,735.200,97.000,1.500,40.000,2.000,5.455,5.455
2016-02-14 07:40:00,60,0,20.290,40.290,18.500,41.500,21.323,40.760,18.600,41.000,17.890,51.790,2.590,92.000,19.200,39.296,21.106,46.682,18.200,45.500,2.400,735.267,97.000,1.333,39.333,2.000,27.384,27.384
2016-02-14 07:50:00,50,20,20.290,40.290,18.500,41.500,21.290,40.827,18.600,41.000,17.914,51.765,2.590,92.000,19.200,39.308,21.100,46.590,18.200,45.663,2.400,735.333,97.000,1.167,38.667,2.000,13.781,13.781
2016-02-14 08:00:00,60,0,20.290,40.433,18.463,41.700,21.230,40.767,18.600,40.963,17.890,51.712,2.627,92.030,19.200,39.190,21.094,46.558,18.200,45.530,2.400,735.400,97.000,1.000,38.000,2.000,34.073,34.073
2016-02-14 08:10:00,140,0,20.223,40.472,18.463,41.760,21.167,40.560,18.667,40.890,17.890,51.524,2.700,92.090,19.128,38.738,21.083,46.198,18.200,45.193,2.417,735.467,97.000,1.000,37.500,2.000,42.895,42.895
2016-02-14 08:20:00,60,0,20.200,40.723,18.463,41.663,21.100,40.360,18.600,40.430,17.890,51.257,2.730,92.190,19.100,38.448,21.017,45.707,18.200,44.860,2.433,735.533,97.000,1.000,37.000,2.000,2.241,2.241
2016-02-14 08:30:00,60,0,20.200,40.900,18.463,41.590,21.100,40.260,18.600,40.230,17.890,51.037,2.790,92.190,19.072,38.212,21.000,45.301,18.200,44.490,2.450,735.600,97.000,1.000,36.500,2.000,12.950,12.950
2016-02-14 08:40:00,60,10,20.200,41.027,18.463,41.663,21.100,40.127,18.600,40.145,17.890,50.845,2.900,92.300,19.000,37.931,21.000,44.990,18.200,44.157,2.467,735.667,97.000,1.000,36.000,2.000,44.175,44.175
2016-02-14 08:50:00,100,20,20.200,40.900,18.463,41.590,21.067,40.090,18.600,40.227,17.902,50.667,3.000,92.227,19.000,37.745,20.921,44.757,18.200,43.797,2.483,735.733,97.000,1.000,35.500,2.000,38.215,38.215
2016-02-14 09:00:00,430,30,20.200,40.900,18.390,41.467,21.067,40.090,18.793,40.767,17.902,50.530,3.000,92.227,19.000,37.694,20.890,44.537,18.200,43.530,2.500,735.800,97.000,1.000,35.000,2.000,12.289,12.289
2016-02-14 09:10:00,90,20,20.200,40.900,18.390,41.400,21.000,39.967,19.427,40.967,17.890,50.398,3.090,92.300,19.000,37.592,20.879,44.388,18.200,43.193,2.533,735.883,96.667,1.167,35.167,2.000,18.461,18.461
2016-02-14 09:20:00,80,20,20.200,40.900,18.390,41.400,21.000,39.900,20.033,40.827,17.890,50.265,3.090,92.300,18.951,37.586,20.851,44.265,18.200,42.933,2.567,735.967,96.333,1.333,35.333,2.000,1.756,1.756
2016-02-14 09:30:00,100,30,20.200,40.723,18.390,41.200,21.000,39.790,20.697,40.560,17.890,50.169,3.090,92.300,18.976,37.763,20.818,44.131,18.167,42.663,2.600,736.050,96.000,1.500,35.500,2.000,45.031,45.031
2016-02-14 09:40:00,110,40,20.200,40.530,18.390,41.127,21.000,39.730,20.963,40.027,17.890,50.102,3.163,92.367,19.000,37.834,20.796,44.061,18.167,42.590,2.633,736.133,95.667,1.667,35.667,2.000,5.349,5.349
2016-02-14 09:50:00,100,30,20.200,40.467,18.390,41.230,21.000,39.700,20.963,39.633,17.890,50.035,3.230,92.433,18.969,37.529,20.790,44.000,18.200,42.633,2.667,736.217,95.333,1.833,35.833,2.000,22.903,22.903
2016-02-14 10:00:00,110,40,20.200,40.527,18.390,41.363,21.000,39.700,20.823,39.500,17.879,49.989,3.363,92.500,18.890,37.230,20.790,43.983,18.133,42.433,2.700,736.300,95.000,2.000,36.000,2.000,1.219,1.219
2016-02-14 10:10:00,100,40,20.167,40.590,18.390,41.400,20.890,39.590,20.790,39.790,17.879,49.899,3.433,92.530,18.890,36.982,20.790,43.869,18.133,42.223,2.700,736.400,95.000,2.167,37.000,1.983,22.713,22.713
2016-02-14 10:20:00,90,30,20.167,40.590,18.390,41.467,20.890,39.663,20.730,39.730,17.890,49.827,3.560,92.590,18.890,36.793,20.770,43.735,18.200,42.030,2.700,736.500,95.000,2.333,38.000,1.967,17.008,17.008
2016-02-14 10:30:00,70,40,20.100,40.590,18.390,41.500,20.890,39.663,20.600,39.560,17.890,49.735,3.663,92.657,18.862,36.620,20.770,43.688,18.100,41.833,2.700,736.600,95.000,2.500,39.000,1.950,16.875,16.875
2016-02-14 10:40:00,40,30,20.167,40.663,18.390,41.560,20.890,39.545,20.600,39.433,17.818,49.621,3.530,92.590,18.873,36.667,20.720,43.663,18.100,41.570,2.700,736.700,95.000,2.667,40.000,1.933,39.777,39.777
2016-02-14 10:50:00,60,40,20.200,40.700,18.390,41.500,20.823,39.530,20.567,39.500,17.829,49.590,3.500,92.590,18.945,36.745,20.735,43.745,18.100,41.327,2.700,736.800,95.000,2.833,41.000,1.917,5.182,5.182
2016-02-14 11:00:00,320,20,20.133,40.700,18.390,41.560,20.790,39.500,20.500,39.433,17.829,49.535,3.633,92.590,19.000,36.808,20.730,43.776,18.100,41.163,2.700,736.900,95.000,3.000,42.000,1.900,14.360,14.360
2016-02-14 11:10:00,400,20,20.100,40.663,18.390,41.500,20.730,39.500,20.463,39.290,17.829,49.499,3.663,92.560,19.028,36.997,20.745,43.888,18.100,41.030,2.750,737.000,95.000,2.833,43.167,1.967,26.699,26.699
2016-02-14 11:20:00,200,20,20.100,40.590,18.390,41.500,20.667,39.333,20.390,39.230,17.807,49.417,3.530,92.433,19.100,37.090,20.760,44.033,18.033,40.827,2.800,737.100,95.000,2.667,44.333,2.033,5.497,5.497
2016-02-14 11:30:00,100,10,20.100,40.723,18.390,41.400,20.600,39.260,20.290,39.027,17.790,49.400,3.450,92.295,19.100,37.045,20.745,43.868,18.100,40.827,2.850,737.200,95.000,2.500,45.500,2.100,27.133,27.133
2016-02-14 11:40:00,120,10,20.200,40.863,18.463,41.467,20.667,39.400,20.230,38.827,17.790,49.382,3.433,92.293,19.100,37.109,20.705,43.516,18.033,40.530,2.900,737.300,95.000,2.333,46.667,2.167,18.467,18.467
2016-02-14 11:50:00,120,10,20.200,40.863,18.500,41.363,20.667,39.527,20.100,38.845,17.796,49.292,3.633,92.560,19.100,37.187,20.760,43.381,18.033,40.463,2.950,737.400,95.000,2.167,47.833,2.233,48.844,48.844
2016-02-14 12:00:00,70,0,20.230,40.933,18.567,41.290,20.700,39.590,20.000,38.833,17.807,49.215,3.663,92.433,19.117,37.791,20.873,42.902,18.033,40.290,3.000,737.500,95.000,2.000,49.000,2.300,25.123,25.123
2016-02-14 12:10:00,100,10,20.290,41.000,18.700,41.530,20.633,39.390,19.927,38.627,17.818,49.225,3.530,92.300,19.225,38.170,20.818,42.383,18.033,40.230,3.050,737.550,94.000,2.167,51.667,2.200,4.443,4.443
2016-02-14 12:20:00,90,10,20.290,41.090,18.760,41.590,20.500,39.530,19.857,38.527,17.818,49.197,3.560,92.300,19.290,38.209,20.796,42.506,18.000,40.060,3.100,737.600,93.000,2.333,54.333,2.100,29.869,29.869
2016-02-14 12:30:00,100,10,20.290,41.223,18.790,41.450,20.500,39.663,19.790,38.527,17.829,49.169,3.500,92.300,19.280,38.046,20.857,42.708,18.000,40.000,3.150,737.650,92.000,2.500,57.000,2.000,12.217,12.217
2016-02-14 12:40:00,120,10,20.323,41.260,18.890,41.400,20.500,39.827,19.700,38.467,17.807,49.145,3.627,92.333,19.225,37.777,20.957,42.857,18.000,39.900,3.200,737.700,91.000,2.667,59.667,1.900,33.638,33.638
2016-02-14 12:50:00,270,10,20.463,43.333,18.963,41.467,20.500,40.027,19.700,38.467,17.829,49.138,3.700,92.333,19.200,37.577,21.072,42.900,18.000,39.827,3.250,737.750,90.000,2.833,62.333,1.800,0.060,0.060
2016-02-14 13:00:00,210,10,20.667,43.363,19.033,41.927,20.500,40.290,19.667,38.363,17.834,49.230,3.900,92.330,19.200,37.433,21.100,42.900,18.000,39.700,3.300,737.800,89.000,3.000,65.000,1.700,20.161,20.161
2016-02-14 13:10:00,240,0,20.667,45.097,19.100,42.200,20.500,40.363,19.600,38.230,17.818,49.230,3.900,91.997,19.200,37.277,21.100,42.900,18.000,39.700,3.317,737.933,88.833,3.000,64.833,1.683,45.283,45.283
2016-02-14 13:20:00,90,0,20.730,45.693,19.133,42.230,20.600,41.230,19.567,38.200,17.790,49.335,3.900,91.633,19.220,36.969,21.176,42.833,18.000,39.730,3.333,738.067,88.667,3.000,64.667,1.667,23.477,23.477
2016-02-14 13:30:00,100,10,20.857,45.827,19.260,42.430,20.600,41.363,19.500,38.200,17.790,49.483,4.027,91.633,19.200,36.630,21.318,42.714,18.000,39.790,3.350,738.200,88.500,3.000,64.500,1.650,31.931,31.931
2016-02-14 13:40:00,100,10,21.033,45.133,19.323,42.467,20.600,41.500,19.500,38.090,17.807,49.545,4.300,91.460,19.139,36.328,21.408,42.550,18.000,39.790,3.367,738.333,88.333,3.000,64.333,1.633,43.465,43.465
2016-02-14 13:50:00,80,20,21.100,44.667,19.390,42.327,20.625,41.617,19.500,38.030,17.818,49.590,4.300,90.727,19.100,36.046,21.500,42.645,18.000,39.722,3.383,738.467,88.167,3.000,64.167,1.617,39.488,39.488
2016-02-14 14:00:00,110,20,21.230,43.660,19.500,42.163,20.700,41.790,19.390,37.900,17.812,49.614,4.190,89.833,19.100,36.069,21.500,42.836,17.927,39.627,3.400,738.600,88.000,3.000,64.000,1.600,47.152,47.152
2016-02-14 14:10:00,100,20,21.290,43.193,19.567,42.030,20.730,41.860,19.390,37.900,17.862,49.663,4.115,89.025,19.100,36.200,21.550,42.802,17.890,39.467,3.383,738.683,88.167,3.000,64.000,1.600,47.500,47.500
2016-02-14 14:20:00,100,20,21.323,42.723,19.633,41.900,20.857,42.000,19.390,37.900,17.851,49.639,4.157,89.000,19.174,36.266,21.600,42.773,17.890,39.400,3.367,738.767,88.333,3.000,64.000,1.600,10.194,10.194
2016-02-14 14:30:00,100,20,21.390,42.330,19.700,41.827,20.857,41.693,19.323,37.827,17.801,49.565,4.190,88.293,19.200,36.290,21.672,43.048,17.890,39.260,3.350,738.850,88.500,3.000,64.000,1.600,38.822,38.822
2016-02-14 14:40:00,100,20,21.390,41.850,19.730,41.560,20.790,41.433,19.290,37.790,17.862,49.565,4.263,88.700,19.200,36.290,21.700,43.221,17.890,39.200,3.333,738.933,88.667,3.000,64.000,1.600,34.418,34.418
2016-02-14 14:50:00,100,20,21.427,41.400,19.790,41.360,20.823,41.290,19.290,37.790,17.862,49.545,4.263,87.963,19.200,36.290,21.715,43.483,17.890,39.090,3.317,739.017,88.833,3.000,64.000,1.600,39.003,39.003
2016-02-14 15:00:00,100,20,21.500,41.000,19.790,41.027,20.823,41.157,19.290,37.790,17.801,49.483,4.263,88.090,19.200,36.173,21.770,43.672,17.823,38.963,3.300,739.100,89.000,3.000,64.000,1.600,25.371,25.371
2016-02-14 15:10:00,100,20,21.500,40.663,19.857,40.900,20.790,41.157,19.290,37.827,17.823,49.433,4.157,87.560,19.200,35.978,21.780,43.734,17.890,38.900,3.283,739.233,89.333,3.167,64.000,1.650,18.709,18.709
2016-02-14 15:20:00,110,10,21.500,40.590,19.890,41.090,20.857,41.290,19.290,38.100,17.851,49.439,4.090,87.560,19.144,35.772,21.790,43.432,17.890,38.827,3.267,739.367,89.667,3.333,64.000,1.700,45.337,45.337
2016-02-14 15:30:00,110,20,21.500,40.900,19.963,41.030,20.890,41.163,19.290,38.597,17.846,49.450,4.157,87.123,19.100,35.550,21.790,43.330,17.790,38.560,3.250,739.500,90.000,3.500,64.000,1.750,42.655,42.655
2016-02-14 15:40:00,110,20,21.500,41.100,20.000,40.690,20.890,41.030,19.290,39.123,17.857,49.376,3.963,87.330,19.100,35.466,21.851,43.426,17.790,38.500,3.233,739.633,90.333,3.667,64.000,1.800,41.194,41.194
2016-02-14 15:50:00,110,10,21.500,40.900,20.000,40.500,20.890,40.933,19.290,39.800,17.868,49.376,3.760,88.327,19.144,36.152,21.890,43.065,17.790,38.500,3.217,739.767,90.667,3.833,64.000,1.850,9.989,9.989
2016-02-14 16:00:00,120,20,21.500,40.627,20.000,40.500,20.890,41.000,19.290,40.133,17.868,49.376,3.700,89.267,19.200,36.709,21.884,42.438,17.790,38.500,3.200,739.900,91.000,4.000,64.000,1.900,42.954,42.954
2016-02-14 16:10:00,110,20,21.500,40.467,20.000,40.590,20.890,41.000,19.323,40.433,17.890,49.406,3.700,89.930,19.260,37.684,21.801,42.088,17.790,38.500,3.117,740.050,91.333,4.000,63.833,1.850,26.027,26.027
2016-02-14 16:20:00,110,10,21.500,40.400,20.000,40.590,20.890,41.267,19.390,40.560,17.879,49.439,3.700,90.457,19.357,37.900,21.790,42.359,17.790,38.500,3.033,740.200,91.667,4.000,63.667,1.800,19.099,19.099
2016-02-14 16:30:00,100,10,21.390,40.663,20.000,40.767,20.963,41.467,19.390,40.700,17.879,49.422,3.560,90.497,19.290,37.296,21.790,42.576,17.790,38.500,2.950,740.350,92.000,4.000,63.500,1.750,46.917,46.917
2016-02-14 16:40:00,80,0,21.390,40.530,20.000,40.967,20.890,41.400,19.390,40.760,17.890,49.422,3.433,90.623,19.200,36.698,21.873,42.720,17.790,38.433,2.867,740.500,92.333,4.000,63.333,1.700,42.596,42.596
2016-02-14 16:50:00,110,10,21.390,40.500,19.890,40.967,20.790,41.433,19.390,40.790,17.890,49.400,3.400,90.867,19.178,36.409,21.890,42.725,17.790,38.290,2.783,740.650,92.667,4.000,63.167,1.650,43.038,43.038
2016-02-14 17:00:00,100,10,21.390,40.500,19.890,40.767,20.790,41.475,19.390,40.863,17.890,49.369,3.400,91.195,19.200,36.500,21.896,42.987,17.790,38.290,2.700,740.800,93.000,4.000,63.000,1.600,38.044,38.044
2016-02-14 17:10:00,110,10,21.357,40.500,19.857,40.490,20.790,41.400,19.357,40.860,17.879,49.280,3.400,91.400,19.200,36.453,21.988,43.471,17.790,38.230,2.733,740.933,93.000,4.000,63.000,1.650,0.106,0.106
2016-02-14 17:20:00,100,20,21.290,40.500,19.790,40.290,20.857,41.527,19.357,40.860,17.851,49.255,3.327,91.500,19.200,36.400,22.000,43.709,17.760,38.200,2.767,741.067,93.000,4.000,63.000,1.700,5.107,5.107
2016-02-14 17:30:00,90,10,21.260,40.260,19.760,40.290,20.790,41.467,19.290,40.663,17.862,49.188,3.327,91.560,19.200,36.400,22.000,43.904,17.700,38.127,2.800,741.200,93.000,4.000,63.000,1.750,21.098,21.098
2016-02-14 17:40:00,160,20,21.200,40.260,19.633,40.230,20.890,41.900,19.290,40.530,17.846,49.151,3.290,91.560,19.200,36.400,22.083,44.076,17.700,38.090,2.833,741.333,93.000,4.000,63.000,1.800,8.782,8.782
2016-02-14 17:50:00,120,20,21.167,40.527,19.567,40.290,20.823,41.633,19.290,40.333,17.823,49.046,3.157,91.367,19.235,36.439,22.100,44.092,17.700,38.090,2.867,741.467,93.000,4.000,63.000,1.850,40.216,40.216
2016-02-14 18:00:00,100,20,21.100,40.350,19.567,40.430,20.760,41.433,19.290,40.067,17.807,49.015,3.000,91.090,19.290,36.535,22.122,43.896,17.700,38.000,2.900,741.600,93.000,4.000,63.000,1.900,45.761,45.761
2016-02-14 18:10:00,90,30,21.100,40.533,19.463,40.430,20.633,41.433,19.290,39.745,17.790,48.939,2.933,91.230,19.255,36.443,22.150,43.655,17.700,38.000,2.917,741.750,92.667,3.833,56.167,1.867,13.624,13.624
2016-02-14 18:20:00,80,30,21.067,40.700,19.390,40.363,20.700,41.530,19.200,39.530,17.790,48.922,3.000,91.333,19.200,36.130,22.194,43.476,17.700,38.000,2.933,741.900,92.333,3.667,49.333,1.833,16.119,16.119
2016-02-14 18:30:00,170,40,21.000,40.627,19.357,40.500,20.700,41.530,19.200,39.590,18.009,58.073,3.000,91.467,19.200,35.883,22.167,43.311,17.700,38.000,2.950,742.050,92.000,3.500,42.500,1.800,29.022,29.022
2016-02-14 18:40:00,320,20,21.000,40.633,19.290,40.433,20.700,41.500,19.230,39.993,18.265,68.713,3.090,91.590,19.156,35.645,22.194,43.182,17.700,38.327,2.967,742.200,91.667,3.333,35.667,1.767,45.293,45.293
2016-02-14 18:50:00,400,20,20.927,40.900,19.200,40.450,20.700,41.433,19.290,40.327,18.200,69.666,3.030,91.397,19.205,35.580,22.200,42.982,17.700,38.400,2.983,742.350,91.333,3.167,28.833,1.733,36.864,36.864
2016-02-14 19:00:00,400,10,20.890,40.993,19.100,40.530,20.633,41.527,19.290,39.833,18.150,69.732,2.900,91.000,19.280,35.535,22.200,42.767,17.700,38.400,3.000,742.500,91.000,3.000,22.000,1.700,37.252,37.252
2016-02-14 19:10:00,340,30,20.890,41.800,19.100,40.723,20.760,42.060,19.290,39.567,18.100,68.492,2.900,91.000,19.329,35.494,22.200,42.602,17.600,38.200,2.950,742.667,90.333,3.500,23.167,1.533,32.110,32.110
2016-02-14 19:20:00,120,10,20.890,45.067,19.067,42.000,20.667,41.760,19.260,39.560,18.089,66.998,2.933,90.700,19.390,35.313,22.214,42.454,17.600,38.133,2.900,742.833,89.667,4.000,24.333,1.367,7.104,7.104
2016-02-14 19:30:00,120,10,20.890,46.733,19.067,43.393,20.600,41.627,19.200,39.560,18.083,64.981,3.000,90.293,19.379,35.024,22.111,41.942,17.600,38.000,2.850,743.000,89.000,4.500,25.500,1.200,24.417,24.417
2016-02-14 19:40:00,120,10,20.890,45.633,19.033,43.560,20.600,41.790,19.200,39.730,18.033,62.442,3.000,89.900,19.307,34.757,22.100,41.814,17.600,37.967,2.800,743.167,88.333,5.000,26.667,1.033,14.747,14.747
2016-02-14 19:50:00,120,20,20.890,45.027,19.100,43.433,20.600,41.930,19.200,39.930,18.000,60.688,3.022,89.797,19.318,34.537,22.128,42.109,17.600,37.900,2.750,743.333,87.667,5.500,27.833,0.867,7.649,7.649
2016-02-14 20:00:00,110,10,20.963,43.860,19.133,43.223,20.600,42.067,19.200,39.863,18.000,59.472,3.090,89.497,19.307,34.335,22.200,42.118,17.600,37.790,2.700,743.500,87.000,6.000,29.000,0.700,4.862,4.862
2016-02-14 20:10:00,120,10,20.890,43.067,19.200,42.963,20.600,42.095,19.200,39.730,18.000,58.559,3.127,88.933,19.329,34.286,22.210,41.932,17.600,37.722,2.617,743.667,87.000,6.000,28.833,0.617,30.839,30.839
2016-02-14 20:20:00,130,10,21.000,42.430,19.200,42.663,20.600,42.000,19.200,39.467,18.000,57.778,3.127,88.600,19.390,34.388,22.235,41.729,17.600,37.700,2.533,743.833,87.000,6.000,28.667,0.533,28.772,28.772
2016-02-14 20:30:00,130,20,21.000,42.097,19.200,42.530,20.500,42.000,19.133,39.267,18.154,60.524,3.090,88.433,19.390,34.303,22.280,41.580,17.500,37.700,2.450,744.000,87.000,6.000,28.500,0.450,8.095,8.095
2016-02-14 20:40:00,290,20,21.000,41.790,19.200,42.500,20.500,42.000,19.100,39.060,19.538,84.475,3.090,88.293,19.390,34.294,22.290,41.438,17.567,37.627,2.367,744.167,87.000,6.000,28.333,0.367,0.010,0.010
2016-02-14 20:50:00,120,40,21.000,41.863,19.200,42.560,20.500,42.090,19.100,39.000,20.242,88.707,3.090,87.533,19.390,34.541,22.290,41.257,17.500,37.590,2.283,744.333,87.000,6.000,28.167,0.283,11.414,11.414
2016-02-14 21:00:00,120,40,21.000,41.723,19.230,42.530,20.500,42.090,19.133,39.733,20.558,85.319,3.090,85.867,19.445,34.918,22.290,41.118,17.500,37.590,2.200,744.500,87.000,6.000,28.000,0.200,44.356,44.356
2016-02-14 21:10:00,110,10,21.000,41.398,19.290,42.463,20.463,41.967,19.200,40.867,20.074,83.038,3.090,85.000,19.517,35.157,22.290,40.919,17.500,37.560,2.200,744.633,87.667,5.667,26.667,0.300,40.103,40.103
2016-02-14 21:20:00,160,20,21.000,41.127,19.290,42.163,20.390,41.967,19.290,41.340,20.190,85.872,3.030,84.400,19.600,35.169,22.301,40.780,17.500,37.500,2.200,744.767,88.333,5.333,25.333,0.400,30.721,30.721
2016-02-14 21:30:00,150,0,21.000,40.967,19.290,41.963,20.390,42.090,19.290,40.563,20.712,90.570,3.000,84.997,19.600,35.237,22.351,40.863,17.500,37.530,2.200,744.900,89.000,5.000,24.000,0.500,39.548,39.548
2016-02-14 21:40:00,130,0,21.000,40.967,19.290,41.790,20.390,42.030,19.290,40.230,20.191,91.431,3.000,84.997,19.617,35.427,22.390,41.271,17.567,37.663,2.200,745.033,89.667,4.667,22.667,0.600,39.620,39.620
2016-02-14 21:50:00,130,10,21.000,40.863,19.290,41.790,20.323,42.000,19.290,39.797,19.927,90.684,2.933,85.367,19.689,36.006,22.390,41.265,17.500,37.663,2.200,745.167,90.333,4.333,21.333,0.700,26.988,26.988
2016-02-14 22:00:00,150,0,21.000,40.730,19.357,41.663,20.323,41.860,19.230,39.390,19.776,88.722,2.933,85.500,19.700,35.903,22.433,41.073,17.500,37.590,2.200,745.300,91.000,4.000,20.000,0.800,20.601,20.601
2016-02-14 22:10:00,110,0,21.000,40.590,19.290,41.498,20.390,41.790,19.200,39.060,19.633,86.607,2.900,85.793,19.700,35.643,22.500,40.897,17.500,37.560,2.233,745.417,91.333,4.000,20.167,0.900,37.717,37.717
2016-02-14 22:20:00,100,20,21.000,40.530,19.290,41.327,20.390,41.790,19.200,38.860,19.511,84.623,2.900,85.933,19.672,35.488,22.500,40.702,17.500,37.500,2.267,745.533,91.667,4.000,20.333,1.000,46.217,46.217
2016-02-14 22:30:00,100,30,20.927,40.467,19.290,41.260,20.390,41.700,19.200,39.067,19.403,82.554,2.900,85.950,19.600,35.827,22.572,40.630,17.500,37.363,2.300,745.650,92.000,4.000,20.500,1.100,24.952,24.952
2016-02-14 22:40:00,70,20,20.927,40.600,19.230,41.000,20.390,41.760,19.260,39.800,19.291,80.875,2.863,86.533,19.600,36.233,22.633,40.949,17.500,38.030,2.333,745.767,92.333,4.000,20.667,1.200,28.760,28.760
2016-02-14 22:50:00,70,10,20.890,40.663,19.133,40.760,20.290,41.760,19.323,40.433,19.205,79.479,2.790,87.467,19.600,36.382,22.611,41.276,17.600,39.197,2.367,745.883,92.667,4.000,20.833,1.300,10.946,10.946
2016-02-14 23:00:00,50,0,20.823,40.590,19.133,40.833,20.290,41.700,19.390,40.500,19.128,78.344,2.700,88.757,19.600,36.472,22.583,41.786,17.600,39.723,2.400,746.000,93.000,4.000,21.000,1.400,8.158,8.158
2016-02-14 23:10:00,50,10,20.790,40.933,19.067,41.060,20.290,41.745,19.357,40.467,19.083,77.290,2.700,89.297,19.539,36.515,22.500,42.316,17.700,40.067,2.433,746.150,92.833,4.167,21.500,1.400,44.132,44.132
2016-02-14 23:20:00,50,10,20.790,41.060,19.000,41.000,20.290,41.790,19.290,40.400,19.000,76.173,2.700,89.760,19.500,36.570,22.494,42.494,17.625,40.295,2.467,746.300,92.667,4.333,22.000,1.400,23.440,23.440
2016-02-14 23:30:00,30,0,20.790,41.000,19.000,41.163,20.290,41.790,19.290,40.500,18.957,74.779,2.627,89.967,19.500,36.657,22.402,42.143,17.600,40.527,2.500,746.450,92.500,4.500,22.500,1.400,0.960,0.960
2016-02-14 23:40:00,50,10,20.790,41.133,18.927,41.223,20.200,41.663,19.290,40.500,18.890,73.482,2.627,90.193,19.500,36.725,22.307,42.364,17.600,40.730,2.533,746.600,92.333,4.667,23.000,1.400,40.807,40.807
2016-02-14 23:50:00,60,10,20.700,41.090,19.000,41.290,20.200,41.590,19.260,40.500,18.851,72.270,2.700,90.467,19.500,36.796,22.265,42.560,17.667,40.930,2.567,746.750,92.167,4.833,23.500,1.400,2.138,2.138
2016-02-15 00:00:00,60,0,20.700,41.163,18.927,41.290,20.200,41.700,19.200,40.500,18.790,71.129,2.700,90.563,19.476,36.891,22.220,42.781,17.700,41.127,2.600,746.900,92.000,5.000,24.000,1.400,3.704,3.704
2016-02-15 00:10:00,60,10,20.667,41.200,18.890,41.230,20.200,41.700,19.167,40.500,18.775,70.182,2.760,90.763,19.457,37.020,22.200,43.064,17.700,41.260,2.583,747.050,92.167,5.167,30.667,1.417,23.935,23.935
2016-02-15 00:20:00,50,0,20.600,41.200,18.823,41.157,20.230,41.767,19.150,40.500,18.700,69.394,2.790,91.000,19.408,37.096,22.189,43.299,17.700,41.433,2.567,747.200,92.333,5.333,37.333,1.433,23.575,23.575
2016-02-15 00:30:00,60,10,20.600,41.200,18.790,41.200,20.230,41.827,19.100,40.500,18.678,68.651,2.863,91.593,19.396,37.279,22.139,43.534,17.700,41.560,2.550,747.350,92.500,5.500,44.000,1.450,14.119,14.119
2016-02-15 00:40:00,60,0,20.567,41.127,18.790,41.200,20.200,41.700,19.100,40.500,18.689,67.900,2.790,91.623,19.390,37.514,22.100,43.766,17.700,41.657,2.533,747.500,92.667,5.667,50.667,1.467,10.649,10.649
2016-02-15 00:50:00,60,10,20.500,41.200,18.700,41.290,20.260,41.760,19.100,40.500,18.606,67.130,2.790,91.690,19.414,37.735,22.117,44.149,17.700,41.863,2.517,747.650,92.833,5.833,57.333,1.483,30.939,30.939
2016-02-15 01:00:00,70,10,20.500,41.127,18.700,41.363,20.290,41.790,19.100,40.500,18.600,66.535,2.790,91.833,19.390,37.928,22.117,44.464,17.700,42.030,2.500,747.800,93.000,6.000,64.000,1.500,3.056,3.056
2016-02-15 01:10:00,50,0,20.500,41.200,18.633,41.360,20.290,41.790,19.033,40.433,18.578,66.003,2.730,91.900,19.390,38.015,22.111,44.688,17.700,42.163,2.483,747.933,93.000,6.000,64.000,1.467,14.156,14.156
2016-02-15 01:20:00,60,10,20.390,41.090,18.625,41.500,20.323,41.663,19.000,40.400,18.561,65.535,2.645,91.850,19.390,38.121,22.100,44.943,17.700,42.327,2.467,748.067,93.000,6.000,64.000,1.433,49.098,49.098
2016-02-15 01:30:00,60,0,20.390,41.090,18.600,41.560,20.390,41.590,19.000,40.400,18.511,65.090,2.590,91.900,19.390,38.255,22.100,45.000,17.700,42.467,2.450,748.200,93.000,6.000,64.000,1.400,46.638,46.638
2016-02-15 01:40:00,30,10,20.390,41.090,18.567,41.700,20.357,41.500,18.890,40.400,18.500,64.703,2.590,91.900,19.390,38.345,22.078,45.051,17.700,42.627,2.433,748.333,93.000,6.000,64.000,1.367,28.323,28.323
2016-02-15 01:50:00,40,10,20.323,41.090,18.500,41.760,20.290,41.500,18.890,40.400,18.476,64.267,2.590,91.900,19.396,38.411,22.028,45.151,17.700,42.760,2.417,748.467,93.000,6.000,64.000,1.333,5.204,5.204
2016-02-15 02:00:00,40,0,20.290,41.090,18.500,41.827,20.290,41.400,18.890,40.400,18.488,63.907,2.530,91.900,19.433,38.539,21.969,45.364,17.700,42.827,2.400,748.600,93.000,6.000,64.000,1.300,34.820,34.820
2016-02-15 02:10:00,50,10,20.290,41.163,18.500,41.900,20.290,41.327,18.890,40.400,18.396,63.442,2.500,91.900,19.390,38.519,21.902,45.660,17.700,42.967,2.417,748.783,93.000,6.000,60.000,1.317,23.284,23.284
2016-02-15 02:20:00,70,0,20.290,41.200,18.390,41.827,20.200,41.245,18.890,40.400,18.390,63.130,2.500,91.967,19.390,38.381,21.873,45.943,17.745,43.090,2.433,748.967,93.000,6.000,56.000,1.333,27.495,27.495
